Node Type,name,single,release_date,genre,notable,id,written_date,stage_name,notoriety_date,release_year,grau_saida,grau_entrada,grau_total
Song,Wilderness Echoes: Sámi Violin Chronicles,True,2029,Indie Folk,True,12386,,,,2029.0,7,12,19
Song,Roaming Without Roots,True,2007,Dream Pop,True,12397,2007,,,2007.0,1,25,26
Album,Hidden Reflections,,2027,Americana,True,12401,,,,2027.0,7,9,16
Song,The Unfolding Identity,True,2029,Doom Metal,True,12410,,,,2029.0,5,15,20
Song,Silence After the Last Dance,True,2024,Dream Pop,True,12451,,,2024,2024.0,4,22,26
Song,When the Music Fades,False,1997,Southern Gothic Rock,True,12475,,,,1997.0,3,12,15
Song,"Empty Ballrooms, Weary Hearts",True,2028,Dream Pop,True,12478,,,,2028.0,5,12,17
Album,Whispers of Gratitude,,2023,Lo-Fi Electronica,True,12489,,,,2023.0,7,8,15
Song,Celestial Praise,True,2029,Oceanus Folk,True,12490,2029,,,2029.0,6,9,15
Album,Melodic Gasp,,2017,Psychedelic Rock,True,12515,,,,2017.0,4,13,17
Song,Tidal Whispers,True,2007,Lo-Fi Electronica,True,12517,,,,2007.0,2,17,19
Album,"Dreaming in Red, White, and Blue",,2014,Symphonic Metal,True,12538,2014,,,2014.0,3,15,18
Song,Foundation of Shadows,True,2020,Synthwave,True,12582,,,,2020.0,8,20,28
Song,Hovering Above the Ground,True,2020,Desert Rock,True,12613,,,,2020.0,3,11,14
Song,Levitating Beyond Contact,True,2027,Darkwave,True,12622,,,,2027.0,7,8,15
Song,Tectonic Lullaby,True,2027,Indie Folk,True,12633,,,,2027.0,7,7,14
Song,Whispers of Impermanence,True,2013,Americana,True,12673,,,,2013.0,2,20,22
Song,The Last Horizon,True,2013,Synthwave,True,12678,,,,2013.0,6,21,27
Album,Karelia's Forgotten Echo,,2009,Dream Pop,True,12710,,,,2009.0,3,11,14
Song,Lamentation in Minor Key,False,2019,Lo-Fi Electronica,True,12750,,,,2019.0,9,7,16
Album,Skyward Passage to the Pearl of the Aegean,,2015,Doom Metal,True,12768,,,,2015.0,3,13,16
Song,Abandoned Melodies,False,2004,Avant-Garde Folk,True,12793,,,,2004.0,2,13,15
Song,Ink-Stained Memories,True,2021,Dream Pop,True,12794,,,,2021.0,3,22,25
Song,Twilight's Forgotten Composition,True,2000,Synthwave,True,12817,,,,2000.0,1,13,14
Song,Rainfall's Whisper,True,2027,Doom Metal,True,12823,,,,2027.0,5,17,22
Album,Anchored Dreams,,2027,Indie Folk,False,12837,2024,,,2027.0,5,10,15
Song,Parade of Painted Spirits,True,2023,Doom Metal,True,12858,,,,2023.0,7,7,14
Song,Pulse of Desire,True,2017,Indie Rock,True,12867,,,,2017.0,4,13,17
Song,Memories Never Fade,True,2020,Indie Folk,True,12892,,,,2020.0,7,7,14
Song,Midnight's Empty Telephone,True,2016,Dream Pop,False,12971,,,,2016.0,5,10,15
Song,Purified by Divine Light,True,1994,Dream Pop,True,12998,,,,1994.0,5,10,15
Song,Kingdom Within,True,2029,Desert Rock,True,13047,2029,,,2029.0,6,8,14
Song,Rhythmic Undertow,False,1994,Doom Metal,True,13062,,,1994,1994.0,2,12,14
Song,Partner or Pretender,False,2023,Synthwave,True,13068,2023,,,2023.0,10,8,18
Song,Grandfather's Warning,True,2026,Symphonic Metal,True,13088,,,,2026.0,7,7,14
Song,Zenith to Zero,True,2020,Americana,True,13107,2020,,,2020.0,3,12,15
Song,Whispers of the Parish Boundary,True,2028,Dream Pop,True,13158,,,,2028.0,4,11,15
Song,Ecclesiastical Echoes,True,2016,Dream Pop,True,13179,2016,,,2016.0,1,14,15
Song,Blizzard's Ballroom,True,2029,Synthwave,True,13202,,,,2029.0,6,13,19
Song,Luminous Passion,False,2025,Desert Rock,True,13216,2025,,,2025.0,4,12,16
Album,The Art of Demolition,,2023,Indie Folk,True,13249,,,,2023.0,3,11,14
Song,Cash Charisma,True,2030,Indie Folk,True,13280,,,,2030.0,6,8,14
Song,The Worthy Price,False,2024,Synthwave,True,13287,2020,,2024,2024.0,3,14,17
Song,Debt of Honor,False,2017,Lo-Fi Electronica,True,13297,,,,2017.0,4,10,14
Song,Fair Exchange,True,2020,Indie Rock,True,13302,,,,2020.0,7,18,25
Song,Exile's Whisper,True,2004,Oceanus Folk,True,13324,,,,2004.0,1,26,27
Song,Mozart's Numerical Ghost,False,2022,Darkwave,True,13332,,,,2022.0,6,20,26
Song,Intervals Between Silence,True,2002,Lo-Fi Electronica,True,13335,,,2002,2002.0,2,13,15
Song,The Singular Clarinet's Lament,True,2023,Psychedelic Rock,True,13346,,,,2023.0,3,12,15
Album,Harvest Moon's Embrace,,1995,Southern Gothic Rock,True,13357,,,,1995.0,1,20,21
Song,"Soil, Sweat, and Solitude",True,2011,Blues Rock,True,13361,,,,2011.0,4,12,16
Album,The Farmer's Lament,,2012,Indie Rock,True,13364,,,,2012.0,3,12,15
Song,Crown of Eternity,False,2013,Doom Metal,True,13374,,,,2013.0,4,12,16
Song,Stage King's Anthem,True,2017,Doom Metal,True,13381,2017,,,2017.0,2,12,14
Album,Amplified Throne,,2028,Synthwave,True,13389,2028,,,2028.0,7,9,16
Song,Voice Beyond the Line,True,2028,Dream Pop,True,13404,,,,2028.0,8,9,17
Song,Snowbound Hearts,True,2022,Indie Folk,True,13413,,,2022,2022.0,9,13,22
Song,"Misunderstood, Not Misguided",True,1994,Dream Pop,True,13421,1994,,,1994.0,3,26,29
Song,Heartbeat Symphony,True,1991,Speed Metal,True,13430,,,,1991.0,2,15,17
Song,Whispers of Forever,False,2019,Oceanus Folk,True,13438,,,,2019.0,6,12,18
Album,Whispers of Earthly Delight,,2023,Dream Pop,True,13446,2023,,,2023.0,4,11,15
Song,Eternal Bloom,True,2028,Avant-Garde Folk,True,13459,,,,2028.0,6,9,15
Song,Mirror Echoes,False,2026,Post-Apocalyptic Folk,True,13489,,,,2026.0,4,11,15
Song,"Your Truth, My Reality",True,2009,Emo/Pop Punk,True,13557,2009,,,2009.0,9,6,15
Album,Unique Frequencies,,2017,Synthpop,True,13563,,,,2017.0,5,23,28
Album,Lowered Expectations,,2025,Lo-Fi Electronica,True,13567,,,,2025.0,12,5,17
Song,Can You Spell Out Your Desire?,True,2008,Synthwave,True,13574,2008,,,2008.0,2,20,22
Song,After the Last Tear Falls,True,2020,Indie Folk,True,13607,2013,,,2020.0,3,14,17
Song,The Dripping Diaries of Gerd,False,2016,Darkwave,True,13632,,,2016,2016.0,3,14,17
Song,Aqua Mechanica,True,2000,Southern Gothic Rock,True,13639,2000,,,2000.0,9,5,14
Song,Needles and Threads of Valor,True,2022,Psychedelic Rock,True,13659,,,,2022.0,2,22,24
Song,Stitching Sacrifice,True,2010,Indie Folk,True,13681,,,,2010.0,3,33,36
Song,Silent Goodbye,True,2026,Indie Folk,True,13691,,,,2026.0,8,7,15
Song,Umbrella Shuffle,True,2028,Darkwave,True,13713,2025,,,2028.0,6,12,18
Album,River's Lament,,2018,Doom Metal,True,13721,,,,2018.0,7,16,23
Song,Muddy Waters Midnight,True,2013,Synthwave,True,13724,,,2013,2013.0,3,11,14
Song,Whispers of the Shoreline,True,2013,Indie Folk,True,13758,,,,2013.0,2,16,18
Song,The Artful Dodger's Lament,True,2019,Psychedelic Rock,True,13800,,,,2019.0,6,8,14
Song,Warsaw Veins,False,2027,Space Rock,True,13817,2027,,,2027.0,11,7,18
Album,Echoes from Her Horizon,,2030,Dream Pop,True,13842,,,,2030.0,7,7,14
Song,Runaway Rails,True,2023,Desert Rock,True,13875,,,,2023.0,4,10,14
Song,Chrome and Tangerine,False,1998,Lo-Fi Electronica,True,13891,1998,,,1998.0,3,13,16
Album,Echoes of a Universal Tongue,,2011,Southern Gothic Rock,True,13933,,,,2011.0,9,5,14
Song,Dust and Mirages,False,2029,Dream Pop,True,13945,,,,2029.0,4,14,18
Song,The Last Goodbye's Farewell,True,2007,Oceanus Folk,False,13965,,,,2007.0,2,13,15
Song,Whispers of a Poet's Ink,True,2026,Indie Pop,True,13984,,,,2026.0,9,6,15
Song,Seven Verses Before Dawn,True,2013,Lo-Fi Electronica,True,13985,,,2013,2013.0,7,14,21
Song,The Feminine Manuscript,False,2012,Post-Apocalyptic Folk,True,13990,,,,2012.0,3,16,19
Song,Microscopic Beginnings,False,2024,Dream Pop,True,14014,2024,,,2024.0,4,11,15
Song,Seine's Midnight Bloom,True,2011,Lo-Fi Electronica,True,14045,,,2011,2011.0,5,11,16
Song,Fragments of a Simple Girl,True,2023,Synthwave,True,14057,,,2023,2023.0,5,12,17
Song,Harmonies Under Open Skies,True,2026,Dream Pop,True,14080,,,,2026.0,2,13,15
Song,Sunbeam Serenade,False,2005,Doom Metal,True,14086,,,,2005.0,2,20,22
Song,Whispers Between Snowflakes,True,2017,Indie Folk,True,14118,,,,2017.0,2,30,32
Song,Factory Floor Symphony,True,1994,Blues Rock,True,14128,,,,1994.0,3,11,14
Song,Sonnets of the Heart,True,2013,Doom Metal,True,14136,2007,,,2013.0,2,18,20
Song,Armor of Passion,False,2028,Jazz Surf Rock,True,14146,2028,,,2028.0,5,10,15
Song,Anchored Hearts,True,2024,Psychedelic Rock,True,14223,,,2024,2024.0,2,26,28
Song,Judicial Dreams of a Rotund Reformer,False,2013,Americana,True,14291,,,,2013.0,1,14,15
Song,Telegrams from Tomorrow,True,2013,Post-Apocalyptic Folk,True,14322,,,,2013.0,1,16,17
Song,Amber Twilight,True,2020,Lo-Fi Electronica,True,14332,2020,,,2020.0,9,6,15
Song,Echoes of Autumn's Farewell,True,2024,Post-Apocalyptic Folk,True,14333,,,,2024.0,9,7,16
Song,Shadows Behind the Frame,True,2004,Synthpop,True,14335,,,,2004.0,2,12,14
Song,Weathered Miles,True,2023,Doom Metal,True,14352,,,,2023.0,3,12,15
Album,"Empty Pockets, Full Regrets",,2025,Dream Pop,True,14379,2025,,2025,2025.0,4,18,22
Song,Dollars and Silence,True,2010,Americana,True,14392,,,,2010.0,2,12,14
Song,First Contact,False,2029,Lo-Fi Electronica,True,14439,,,,2029.0,15,6,21
Song,Springtime Revolution,True,2020,Psychedelic Rock,True,14454,,,,2020.0,3,13,16
Album,Whisper My Identity,,2026,Dream Pop,True,14498,,,,2026.0,9,15,24
Album,Pastoral Tiara,,2018,Southern Gothic Rock,True,14510,,,,2018.0,6,14,20
Song,Silk and Sunflowers,True,1997,Lo-Fi Electronica,True,14512,,,,1997.0,1,19,20
Album,Wildly in Love,,2007,Symphonic Metal,True,14537,2007,,,2007.0,2,14,16
Album,Echoes from the Heart of El Salvador,,2016,Dream Pop,True,14557,2013,,2016,2016.0,6,9,15
Album,Midsummer Dance on Roslagen Shore,,2013,Lo-Fi Electronica,True,14566,,,,2013.0,3,13,16
Album,Addicted to Your Heartache,,2004,Southern Gothic Rock,True,14658,2000,,,2004.0,8,10,18
Song,Proximity of the Heart,True,1984,Alternative Rock,True,14670,,,,1984.0,2,22,24
Song,Whispers in Nearness,True,2002,Emo/Pop Punk,True,14671,,,,2002.0,4,13,17
Song,Celestial Gamblers' Nocturne,True,2026,Dream Pop,True,14691,,,,2026.0,2,12,14
Song,Whimsical Moments,True,2024,Lo-Fi Electronica,True,14710,,,,2024.0,12,5,17
Song,Crimson Ledger of the Desert Riders,False,2023,Oceanus Folk,True,14720,,,,2023.0,3,12,15
Song,Scarlet Letter Sarah,False,2013,Oceanus Folk,True,14746,,,,2013.0,3,11,14
Song,Gossip's Flame,True,2026,Indie Pop,True,14754,,,,2026.0,8,6,14
Song,Heavenly Radiance,True,2017,Oceanus Folk,True,14762,,,,2017.0,2,16,18
Album,Saturday's Last Light,,2023,Space Rock,True,14767,,,,2023.0,5,10,15
Song,Temporary Freedom,True,2005,Lo-Fi Electronica,True,14768,,,,2005.0,3,29,32
Song,Miniature Melodies of Unspoken Love,True,2011,Dream Pop,True,14799,,,,2011.0,5,10,15
Album,Barn Door Dialogues,,2028,Indie Rock,True,14828,,,,2028.0,14,2,16
Song,Echoes from the Shipwreck's Heart,False,2023,Indie Rock,True,14884,2023,,,2023.0,4,10,14
Song,Twilight's Threshold,True,2007,Synthwave,True,14893,2007,,2007,2007.0,4,11,15
Song,Provence Dreams,True,2013,Dream Pop,True,14909,,,,2013.0,5,10,15
Song,Honeymoon Whispers,True,2010,Doom Metal,True,14965,2010,,,2010.0,3,41,44
Album,First Dance Unfolding,,2024,Dream Pop,True,14969,,,,2024.0,1,15,16
Song,Fool's Parade,True,2010,Speed Metal,True,14976,2010,,,2010.0,5,11,16
Song,The Idiot's Lament,True,2017,Doom Metal,True,14987,2017,,,2017.0,7,29,36
Song,Uh-Huh Uh-Huh,True,2007,Indie Rock,True,14989,2007,,2007,2007.0,1,15,16
Song,Mm-Hmm Mm-Hmm,False,1997,Indie Folk,True,14994,,,,1997.0,1,29,30
Song,Hungarian Rhapsody for Cello and Whispered Keys,True,2017,Indie Folk,True,15009,,,,2017.0,4,14,18
Song,Silent Whispers of Unanswered Questions,True,2013,Lo-Fi Electronica,True,15024,2013,,,2013.0,5,13,18
Song,Fire digte om kærlighed og sorg,True,2023,Desert Rock,True,15048,,,,2023.0,8,8,16
Album,Voices of the Frontier,,2013,Synthwave,True,15071,2013,,,2013.0,3,11,14
Song,Silent Chords of Memory,True,1999,Synthwave,False,15089,1999,,,1999.0,4,13,17
Song,Silent Grace,True,2016,Southern Gothic Rock,True,15104,,,,2016.0,4,10,14
Song,Arianna's Lament,True,2022,Dream Pop,True,15170,,,,2022.0,2,18,20
Song,Waiting for Alfie,False,2028,Dream Pop,True,15192,,,2028,2028.0,6,8,14
Song,Little Alfie's Lament,True,2013,Dream Pop,True,15198,,,2013,2013.0,2,21,23
Song,One-Way Departure,False,2007,Doom Metal,True,15206,,,,2007.0,3,12,15
Song,Nordisk Ljusdans (Nordic Light Dance),True,2025,Avant-Garde Folk,True,15241,2025,,,2025.0,15,5,20
Album,Culloden's Lament,,1998,Dream Pop,True,15242,1998,,,1998.0,5,10,15
Song,Whispers in the Moonlight,True,2022,Psychedelic Rock,True,15261,2022,,,2022.0,1,15,16
Song,Whispers from Meridian,False,2010,Dream Pop,True,15298,,,,2010.0,2,13,15
Song,Barrio Nights,False,2029,Desert Rock,True,15310,,,,2029.0,8,7,15
Song,Roots of Belonging,True,2029,Indie Folk,True,15323,2029,,,2029.0,9,7,16
Album,Birthright Anthem,,2013,Indie Folk,True,15325,2013,,,2013.0,2,16,18
Song,Gentle Acceleration,True,2011,Indie Rock,True,15333,,,,2011.0,2,13,15
Song,Subdued Tempo,True,1987,Speed Metal,True,15343,,,,1987.0,1,22,23
Song,Echoes of the Koto,True,2015,Avant-Garde Folk,True,15388,,,,2015.0,7,13,20
Album,Silent Steps of Summer's Daughter,,2001,Indie Folk,True,15402,2001,,,2001.0,6,8,14
Song,Svaté Echo Tvého Dechu,True,2019,Psychedelic Rock,True,15422,,,,2019.0,3,14,17
Song,Ozvěny Nebeského Jména,True,2024,Lo-Fi Electronica,True,15424,2024,,,2024.0,11,3,14
Song,Choreography of Forbidden Passion,True,2017,Oceanus Folk,True,15441,2017,,,2017.0,3,13,16
Song,Yolun Yarısı (Halfway Home),True,1999,Southern Gothic Rock,True,15456,,,,1999.0,2,14,16
Song,Vegan Dessert Disco,True,2027,Emo/Pop Punk,True,15496,,,2027,2027.0,10,6,16
Song,Tropical Daydream in Frost,True,2024,Dream Pop,True,15512,2021,,,2024.0,5,9,14
Song,Evening's Delicate Petal,True,2026,Speed Metal,True,15532,,,,2026.0,9,9,18
Song,"Soft Petals, Quiet Memories",True,2012,Dream Pop,True,15539,,,,2012.0,4,13,17
Song,Beyond Moderation,True,2027,Indie Rock,False,15590,,,,2027.0,9,6,15
Song,Whispers of Finality,False,1997,Doom Metal,True,15622,,,,1997.0,2,151,153
Song,Lighter Than Fear,True,2022,Psychedelic Rock,True,15634,2022,,,2022.0,3,18,21
Song,Longing's Gentle Embrace,False,2027,Indie Rock,True,15674,,,2027,2027.0,3,13,16
Song,Nocturnal Harmonies: Four Voices Intertwined,False,2029,Psychedelic Rock,True,15690,,,,2029.0,4,10,14
Song,Broken Again,True,2014,Indie Pop,True,15744,2014,,,2014.0,9,6,15
Song,Identity Crisis,True,2021,Indie Folk,True,15754,,,2021,2021.0,2,13,15
Song,Peaks of Passion,True,2028,Dream Pop,True,15805,,,,2028.0,6,15,21
Song,Ridges of Romance,True,2024,Americana,True,15817,,,2024,2024.0,12,3,15
Song,Groove Global,True,2014,Avant-Garde Folk,True,15838,,,,2014.0,4,13,17
Song,The Forgotten Shrine,True,2028,Dream Pop,True,15857,,,,2028.0,3,16,19
Song,Ethereal Threshold,True,2014,Indie Pop,True,15894,,,2014,2014.0,4,11,15
Song,Secrets of the Sixth Form,True,2025,Americana,True,15913,,,2025,2025.0,4,10,14
Song,Divided We Stand,True,2004,Avant-Garde Folk,True,16035,2004,,,2004.0,3,13,16
Song,Tender Expectations,True,2017,Dream Pop,True,16048,2013,,,2017.0,5,12,17
Album,Faithful Shores,,2018,Indie Folk,True,16127,,,,2018.0,6,8,14
Song,The Question That Lingers,True,2026,Oceanus Folk,True,16192,,,,2026.0,5,9,14
Song,Engineered Horizons,True,2004,Psychedelic Rock,True,16233,2004,,,2004.0,2,15,17
Song,Twilight of the Weekly Cycle,True,2023,Indie Folk,True,16259,2023,,,2023.0,4,13,17
Song,Regal Advance,True,2013,Speed Metal,True,16269,2013,,,2013.0,10,5,15
Song,Roadside Heartbreak Motel,True,2024,Emo/Pop Punk,False,16297,,,,2024.0,10,6,16
Song,Whispers of Cerulean,False,2020,Darkwave,True,16367,,,,2020.0,2,12,14
Song,Aquatic Rebirth (1983),True,2023,Oceanus Folk,True,16400,,,2023,2023.0,5,13,18
Song,Murmures Angéliques,True,2022,Avant-Garde Folk,True,16404,,,,2022.0,9,6,15
Album,Sabers and Silk,,2025,Desert Rock,True,16432,,,2025,2025.0,3,16,19
Song,Weekend Wanderings,True,1999,Psychedelic Rock,True,16441,,,,1999.0,2,14,16
Song,Manger's Midnight,True,2021,Oceanus Folk,True,16457,,,,2021.0,4,12,16
Song,Whispers from Heaven,True,2029,Dream Pop,True,16466,2029,,,2029.0,5,11,16
Song,Whispers from the Northern Town,True,2026,Indie Rock,False,16494,2026,,,2026.0,12,4,16
Song,Landscapes of a Forgotten Melody,True,1997,Southern Gothic Rock,True,16495,,,1997,1997.0,4,17,21
Song,The Day That Changes Everything,False,2013,Americana,True,16512,,,,2013.0,2,13,15
Song,Puncture Point,True,2029,Doom Metal,True,16522,2029,,,2029.0,7,8,15
Song,Trembling Syringe,False,2013,Oceanus Folk,True,16524,2013,,,2013.0,2,25,27
Song,Static and Soul,True,2010,Emo/Pop Punk,True,16617,,,,2010.0,6,8,14
Album,Electric Vocal Echo,,2025,Jazz Surf Rock,True,16620,2025,,2025,2025.0,2,13,15
Song,Surrender to My Heart,True,2028,Dream Pop,True,16632,,,,2028.0,8,8,16
Song,Sirens of the Bangka Strait,True,2027,Dream Pop,True,16710,,,,2027.0,5,10,15
Album,The Conductor's Last Whisper,,2010,Psychedelic Rock,True,16719,,,,2010.0,2,23,25
Song,Sole Survivor,True,2000,Speed Metal,True,16724,,,,2000.0,5,13,18
MusicalGroup,Quattro Voci,,,,,16744,,,,,34,2,36
MusicalGroup,Sonic Renegade,,,,,16745,,,,,18,4,22
MusicalGroup,Arctic Scholars,,,,,16746,,,,,15,2,17
MusicalGroup,The Wandering Pulse,,,,,16747,,,,,14,4,18
MusicalGroup,Ochre,,,,,16748,,,,,15,4,19
MusicalGroup,Zenith Horizon,,,,,16750,,,,,10,4,14
MusicalGroup,Nordic Kitchen Collective,,,,,16751,,,,,10,4,14
MusicalGroup,The Brine Choir,,,,,17046,,,,,9,6,15
Person,Cassian Storm,,,,,17126,,Seraphina Vale,,,13,1,14
Person,Claire Holmes,,,,,17155,,Jaye Finch,,,13,1,14
MusicalGroup,The Salty Wakes,,,,,17167,,,,,21,5,26
MusicalGroup,The Fiddle & The Fjord,,,,,17192,,,,,12,8,20
MusicalGroup,Wayfinder's Lament,,,,,17207,,,,,18,5,23
Person,Sailor Shift,,,,,17255,,,,,52,8,60
MusicalGroup,Ivy Echos,,,,,17260,,,,,15,19,34
MusicalGroup,The Saltwater Weavers,,,,,17299,,,,,9,21,30
MusicalGroup,The Tide Singer's Knot,,,,,17314,,,,,8,18,26
MusicalGroup,Drowned Harbor,,,,,17327,,,,,12,18,30
Person,Beatrice Albright,,,,,17349,,Bea Azure,,,14,1,15
Person,Daniel O'Connell,,,,,17355,,Kael Storm,,,14,1,15
RecordLabel,Coastal Harmony Studios,,,,,17369,,,,,18,0,18
RecordLabel,Oceanic Records,,,,,17370,,,,,38,0,38
RecordLabel,Oceanus Records,,,,,17394,,,,,14,0,14
